stt,tp,c1,c2a1,c2a2,c2a3,c2a4,c2a5,c2a6,c2a7,c2a8,c2a9,c2b1,c2b2,c2b3,c2c1,c2c2,c2c3,c2c4,c2c5,c2c6,c2d1,c2d2,c2d3,c2d4,c2d5,c2d6,c3,c4.1,c4.2,c5.1,c5.2,c6.1,c6.2,c7,c8,c10,c11.1,c11.2,c12,c13,c14,c15,c16.1,c16.2,c16.3,c16.4,c16.5,c16.6,c16.7,c16.8,c16.9,c16.10,c16.11,c17.1,c17.2,c17.3,c17.4,c17.5,c18,c19.1,c19.2,c19.3,c20.1,c20.2,c20.3,c21,c22.1,c22.2,c22.3,c23a,c23b,c24a,c24b,c25,c26.1,c26.2,c26.3,c27,c28,c29a1,c29a2,c29a3,c29a4,c29a5,c29a6,c29a7,c29b1,c29b2,c29b3,c29b4,c29b5,c29b6,c29c,c30a1,c30a2,c30a3,c30a4,c30a5,c30b1,c30b2,c30b3,c30b4,c30c1,c30c2,c30c3,c30c4,c30c5,c30d1,c30d2,c31.1,c31.2,c32.a1,c32.a2,c32.a3,c32.b1,c32.b2,c32.b3,c33.1,c33.2,c33.3,c34.1,c34.2,c34.3,c35.1,c35.2,c35.3,c36.1,c36.2,c36.3,c36.4,c36.5,c36.6,c36.7,c36.8,c36.9,c36.10,c36.11,c36.12,c37.1,c37.2,c37.3,c37.4,c37.5,tuoi,sonk,gtinh,tncn,tngd,hocvan,nghe,W.TP,hocvan4n
277,2,3,8,9,12,13,14,18,19, , ,8,9,14,8,9,12,13,14, ,1,1,1,1,1, ,3,1, ,3, ,1,1,2,6,2, , ,2,4,2,2,6, ,13,17,18,19, , , , , ,17,18, , , ,10,3,1,2,1, , ,2,1,5, ,2,2, , ,1,4,6,7,4,4,5,4,3,4,8,8,1,5,2,5,3,5,3,3,9,17,18, , ,5,6,8, ,10,13, , , ,3,4,11, ,1,3, ,1,3, ,4,4, ,2,3, ,4,4, ,5,7,2,4,6,5,7,6,3,7,6,4,1,3,7,13,16,23,3,2,3,3,1,9,1.33,1
278,2,3,2,4,6,7,9,13,14,18,19,4,7, ,7,13,19, , , ,2,2,2, , , ,2,1,2,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,5,7,7,7,7,7,7,7,7,7,1,2,3,7,13,25,2,2,3,1,4,3,1.33,3
279,2,3,7,8,13,18, , , , , ,9, , ,7,9,13,18, , ,3,3,3,3, , ,3,1, ,3,4,3,1,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,7,7,6,7,5,7,7,5,6,5,6,1,3,4,20,22,26,3,2,1,3,4,10,1.33,3
280,2,3,2,4,6,7,9,18, , , ,7, , ,2,6,7,18, , ,2,2,2,2, , ,8,1,2,3, ,4,4,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,6,4,7,6,5,7,7,5,7,7,7,3,15, , , ,45,8,1,1,5,2,2,1.33,1
281,2,3,4,7,8,18, , , , , ,7, , ,4,7,8,18, , ,3,3,3, , , ,2,1, ,3, ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,7,7,7,7,7,7,7,3,3,7,3,3,14,15,18,22,38,4,2,2,2,3,8,1.33,2
282,2,3,7,13,14,16,18, , , , ,16, , ,7,12,13,14,16, ,3,3,3,3,3, ,5,1, ,1,3,2,2,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,7,5,7,6,7,7,7,1,7,7,5,1,3,15,19,22,18,6,2,1,4,3,10,1.33,2
283,2,3,6,7,18,19, , , , , ,18, , ,6,7,16,18,19, ,1,1,1,1, , ,5,1,2,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,2,7,7,7,7,7,7,2,7,4,1,2,4,6,7,28,8,1,3,3,3,8,1.33,2
284,2,4,2,4,6,7,9,10,11, , ,7, , ,7, , , , , ,3, , , , , ,3,4, ,1, ,2,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,6,6,6,7,7,7,7,7,7,7,3,5,14,15, ,32,3,1,3,3,3,7,1.33,2
285,2,3,13,16,18, , , , , , ,13, , ,13,16,18, , , ,1,1,1, , , ,5,1, ,1,3,2,2,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,5,2,3,1,1,1,6,7,5,7,1,3,7,13, ,18,6,2,1,2,3,10,1.33,2
286,2,4,4,7,9,18, , , , , ,9, , ,4,7,9,18, , ,2,2,2,2, , ,3,1, ,1, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,4,3,7,2,6,7,2,6,6,4,2,1,3,4,9,13,39,5,1,2,1,2,12,1.33,1
287,2,4,2,7,9,18, , , , , ,7,9, ,2,7,9,18, , ,2,2,2,2, , ,5,1, ,3, ,2,2,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,7,4,7,7,7,7,7,7,4,7,4,1,3,7, , ,34,5,2,2,2,4,2,1.33,3
288,2,4,2,4,7,9,13,14,16,18, ,9,14,18,2,4,7,9,13, ,1,2,1,2,2, ,7,1, ,1,4,2,2,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,7,7,7,7,7,7,7,7,7,5,3,6,15,22, ,24,7,2,4,4,5,2,1.33,4
289,2,3,6,7,16,18, , , , , ,7,18, ,6,7,16,18, , ,3,3,3,3, , ,4,1, ,1,3,3,3,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,6,5,7,3,4,7,6,4,4,7,6,1,2,3,13,15,53,5,2,1,1,2,11,1.33,1
290,2,3,4,6,7,18, , , , , ,7, , ,7,18, , , , ,3,3, , , , ,4,1, ,1,3,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5,3,6,7,6,7,7,1,7,4,7,1,3,7,13,14,50,11,1,1,1,3,11,1.33,2
291,2,3,7,9,16,18,19, , , , ,19, , ,7,9,18,19, , ,3,3,3,3, , ,3,1, ,3, ,4,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,7,1,5,7,7,7,7,7,4,3,4,1,3,7,9, ,42,6,1,2,1,3,14,1.33,2
292,2,3,4,7,16,18,19, , , , ,4,7,18,4,7,16,18,19, ,3,3,3,3,3, ,3,1, ,3, ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,4,2,3,5,5,6,4,5,6,6,3,21, , , ,34,5,1,2,1,3,14,1.33,2
293,2,3,16,17,18,19, , , , , ,18,19, ,16,18,19, , , ,3,3,3, , , ,2,1, ,3, ,3,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,7,7,7,5,5,5,5,4,5,5,3,7,19,22, ,39,3,2,1,1,2,14,1.33,1
294,2,3,16,18,1, , , , , , ,19, , ,16,18,19, , , ,3,3,3, , , ,2,1, ,3, ,4,4,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,6,6,6,6,7,7,7,6,6,7,7,1,3,4,12, ,37,4,1,3,1,2,9,1.33,1
295,2,3,6,7,13,18, , , , , ,6,7,18,6,7,13,18, , ,1,1,1,1, , ,3,1, ,3,4,1,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,3,7,7,7,7,7,5,7,7,4,1,3,7, , ,49,6,2,3,1,3,7,1.33,2
296,2,3,9,16,18, , , , , , ,9, , ,9,16,18, , , ,1,1,1, , , ,4,1,2,4, ,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,7,6,7,7,7,7,7,7,7,7,1,3,4,13,20,22,4,2,2,2,3,2,1.33,2
297,2,4,2,3,4,7,9,11,18, , ,2,7, ,7,18, , , , ,3,3, , , , ,2,1,2,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,3,6,7,6,7,7,6,6,6,5,1,3,4,14,17,41,4,1,3,1,3,1,1.33,2
298,2,4,4,6,7,12,18,19, , , ,4,7,19,19, , , , , ,3, , , , , ,3,1, ,1, ,4,4,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,4,3,7,7,7,3,5,4,6,3,1,2,3,7,14,24,15,1,2,1,4,10,1.33,3
299,2,4,2,12,13,18, , , , , ,13,18, ,13,18, , , , ,2,2, , , , ,4,1, ,1, ,4,4,2,6,3, , ,5,3,2,2,3,7,8,11, , , , , , , ,11, , , , ,11,1,2,3,4, , ,1,1,3, ,5,5, , ,1,1,4, ,1,4,4,5,5,3,5,4,2,3,4,4,3,5,5,5,1,5,7, , ,21, , , ,21, , , , ,13, , , ,1,3, ,1,3, ,4,3, ,1,2,3,4,8,8,4,6,5,7,6,4,6,6,7,5,6,6,1,2,3,4,8,35,6,2,3,2,3,14,1.33,2
300,2,3,7,16,17,18,19, , , , ,16,19, ,16,19, , , , ,2,3, , , , ,2,4, ,1, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,4,6,7,6,7,5,5,5,4,6,1,2,3,14,21,31,6,1,2,4,2,8,1.33,1
301,2,3,7,13, , , , , , , ,7, , ,7, , , , , ,2, , , , , ,5,2, ,3, ,3,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,6,7,5,4,6,3,7,5,4,6,1,7,9,20, ,22,10,2,2,2,4,10,1.33,3
302,2,3,2,9,16,18, , , , , ,9,18, ,9,18, , , , ,2,2, , , , ,3,1,2,3, ,2,2,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,6,6,7,4,6,7,4,6,6,4,1,13,17,22, ,52,3,2,3,1,3,3,1.33,2
303,2,3,4,7,13,18,19, , , , ,19, , ,19, , , , , ,2, , , , , ,3,1, ,4, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,3,2,5,4,5,6,7,6,6,5,6,1,9,16,22, ,21,5,2,3,1,3,3,1.33,2
304,2,3,7,13,16,18, , , , , ,7,13, ,7,13, , , , ,2,2, , , , ,3,1, ,3, ,3,3,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,5,6,7,7,3,7,6,6,5,4,1,2,3,13, ,18,4,2,1,3,3,10,1.33,2
305,2,3,2,3,7,16,18,19, , , ,18,19, ,18,19, , , , ,3,3, , , , ,4,4, ,3, ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,2,4,5,6,7,6,1,6,5,4,1,3,13, , ,46,4,1,2,1,2,14,1.33,1
306,2,3,5,7,9,16, , , , , ,5,16, ,5,16, , , , ,2,2, , , , ,1,1, ,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,5,5,6,4,7,5,2,6,5,6,1,3,21, , ,28,1,1,2,1,3,14,1.33,2
307,2,3,7,18, , , , , , , ,7, , ,7, , , , , ,2, , , , , ,4,1,3,1, ,4,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5,5,5,6,5,6,6,6,7,6,6,1,3,21, , ,46,5,1,3,1,3,6,1.33,2
308,2,3,6,7,18,19, , , , , ,7, , ,7, , , , , ,2, , , , , ,3,1, ,1, ,4,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,3,4,6,1,7,2,5,1,4,1,1,2,3,7,13,50,4,1,3,2,3,7,1.33,2
309,2,3,7,8,18,19, , , , , ,7,8, ,7,8, , , , ,4,4, , , , ,3,2, ,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,7,5,5,4,6,6,5,6,6,5,1,2,13, , ,54,3,2,2,2,5,1,1.33,4
310,2,3,2,4,6, , , , , , ,6, , ,6, , , , , ,1, , , , , ,3,2, ,2, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,5,6,6,5,5,6,5,5,6,7,1,3,9,14,17,25,4,1,3,2,5,3,1.33,4
311,2,3,3,6,7,13,18, , , , ,3,7,13,7,13, , , , ,3,3, , , , ,15,1,4,3, ,2,2,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,6,7,7,5,7,7,7,7,7,6,1,2,3,7,22,20,15,2,2,2,3,10,1.33,2
312,2,3,6,7,13,15, , , , , ,6,7,15,6,7,13,15, , ,3,3,3,3, , ,6,1, ,3, ,3,3,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,7,7,7,4,7,7,6,7,7,7,1,3,7,13,22,20,6,2,1,2,3,10,1.33,2
313,2,3,2,13,16,18, , , , , ,2,16,19,2,19, , , , ,1,3, , , , ,3,1,2,1, ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,6,6,7,7,4,7,6,6,7,7,4,1,2,3,7, ,20,5,2,2,2,3,10,1.33,2
314,2,3,6,7, , , , , , , ,19, , ,6,7,19, , , ,3,3,3, , , ,2,1, ,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,4,7,7,3,7,7,5,3,7,6,1,3,7,13,17,23,3,1,1,2,4,10,1.33,3
315,2,3,4,7,8, , , , , , ,8, , ,7,8, , , , ,2,2, , , , ,3,2,4,3, ,3,3,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,7,7,7,4,2,5,1,4,7,4,1,7,9,13, ,23,9,2,2,2,5,2,1.33,4
316,2,3,8,9,12,13, , , , , ,9,13, ,9,13, , , , ,2,2, , , , ,4,3, ,3, ,4,4,2,6,2, , , ,2,2,3,5,6,7,8,11,18,19, , , , ,5,6,7, , ,21,1,2,3,1,2, ,2,2,5, ,3,3,3,3,2,2, , ,8,1,3,3,3,3,3,4,3,3,3,4,3,3,4,3,4,5,17, , ,1,2, , ,10,11,13, , ,5,6, , ,3, , , , , ,3, , ,1, , ,3, , ,7,6,6,6,6,6,6,6,6,6,6,6,1,3,9,13, ,28,7,2,2,2,2,9,1.33,1
317,2,3,7,12,16,19, , , , , ,7, , ,7, , , , , ,3, , , , , ,6,1, ,3, ,1,1,2,5,2, , ,5,5,2,1,9,10, , , , , , , , , ,9,10, , , ,9,2,3,1,2, , ,2,6, , ,1,1, , ,3,4, , ,4,4,2,3,2,3,4,3,3,4,3,3,4,4,3,4,7,15, , , ,21, , , ,4,19, , , ,20, , , ,1, , ,1, , ,3, , ,1, , ,3, , ,6,5,6,7,7,7,5,5,7,6,5,4,1,2,9,13,14,26,6,1,2,2,3,8,1.33,2
318,2,3,7,18,19, , , , , , ,19, , ,19, , , , , ,3, , , , , ,3,4, ,3, ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,3,3,3,4,5,6,3,4,3,5,5,1,2,4, , ,38,3,1,2,2,2,14,1.33,1
319,2,3,8,9,13, , , , , , ,13, , ,13, , , , , ,1, , , , , ,6,1,2,3, ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,7,4,5,4,3,4,4,6,7,6,1,3,13,14, ,24,6,2,2,2,3,8,1.33,2
320,2,3,9,13,18,19, , , , , ,19, , ,9,13,18,19, , ,2,2,2,2, , ,3,1, ,3, ,3,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,4,5,6,7,7,7,4,5,5,4,3,4,7, , ,26,3,2,2,2,3,5,1.33,2
321,2,3,6,7,16,19, , , , , ,6,7,19,6,7,16,19, , ,1,1,1,1, , ,4,3, ,3, ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5,7,6,7,7,7,6,3,7,4,7,3, , , , ,49,4,1,4,3,2,6,1.33,1
322,2,3,7,16,18, , , , , , ,7,18, ,7,16,18, , , ,2,2,2, , , ,15,3, ,3, ,4,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,7,6,7,6,7,7,6,7,6,6,1,3, , , ,22,20,1,2,1,3,6,1.33,2
323,2,3,7,9,13, , , , , , ,7,9,13,7,9,13, , , ,1,1,1, , , ,2,3, ,3, ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,4,7,7,7,7,7,7,7,7,5,1,3, , , ,40,2,2,3,2,3,6,1.33,2
324,2,3,6,7,18, , , , , , ,6,7,18,6,7,18, , , ,1,1,1, , , ,7,3, ,3, ,4,4,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,7,5,4,7,4,7,6,5,4,7,7,1,4,20, , ,36,7,2,4,3,3,6,1.33,2
325,2,3,2,5,7,12,16,18, , , ,7,19, ,7,19, , , , ,3,3, , , , ,2,1,2,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,4,5,6,5,4,5,6,6,7,5,1,3,4,13,19,30,3,2,2,2,3,3,1.33,2
326,2,3,2,3,4,6,7,9,13,16,19,13,19, ,13,19, , , , ,1,1, , , , ,4,1,2,1,3,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,1,7,7,7,7,7,1,7,1,1,1,4,13,15,22,33,7,2,2,3,5,1,1.33,4
327,2,3,2,7, , , , , , , ,19, , ,19, , , , , ,3, , , , , ,2,1,2,3,4,1,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,7,6,5,7,7,5,7,6,6,7,1,3,9,13,21,24,5,1,3,2,5,1,1.33,4
328,2,3,2,6,7,16,18, , , , ,6, , ,2,6,16,18, , ,3,3,3,3, , ,3,1,2,1,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,7,1,7,7,7,7,7,7,7,4,5,1,3,4,13,17,44,4,1,3,3,4,3,1.33,3
329,2,4,2,4,7,9,12,13,14,16,18,19, , ,4,7,12,13,19, ,3,3,3,3,3, ,5,1,2,3, ,1,4,1, ,2, , ,2,3,1,2,1,2,3,4,5,6,8,9, , , ,5,6,7, , ,6,2,1,3,1,2, ,2,1,3, ,2,2, , ,3,5, , ,1,4,4,3,4,4,5,8,5,3,3,3,4,3,3,3,11,15,17, , ,5,14, , ,7,15, , , ,5,17, , ,1, , ,3, , ,3,3, , , , , , , ,6,7,6,6,6,6,7,7,7,7,7,7,1,3,7,13,19,53,5,2,2,2,4,3,1.33,3
330,2,3,7,9,12,14, , , , , ,9, , ,7,9,12,14, , ,1,1,1,1, , ,3,1,2,3,4,2,4,1, ,3, , ,3,1,1,1,1,3,5,8,9,10,11, , , , ,13, , , , ,13,1,2,3,1, , ,2,5, , ,1,1,4,4,3,2, , ,6,4,3,4,4,4,4,3,3,4,4,4,4,3,3,3,13,15,17, , ,21, , , ,21, , , , ,21, , , , , , , , , , , , , , , , , , ,1,7,7,7,7,7,7,7,7,7,7,7,1,7,13,15,19,45,4,2,3,2,3,3,1.33,2
331,2,4,2,7,8,12,18, , , , ,7, , ,7, , , , , ,4, , , , , ,2,1,2,1,3,1,1,2,6,3, , ,1,1,1,1,5,7,10,11, , , , , , , ,5,6,7, , ,6,2,1,3,1, , ,2,1,5, ,1,1, , ,3,2, , ,3,1,4,4,4,4,3,3,3,4,3,3,3,4,4,3,5, , , , ,19, , , ,21, , , , ,21, , , , , , , , , , , , , , , , , , ,6,6,6,7,7,6,7,6,6,6,6,6,1,3,5,21, ,46,3,1,2,2,3,1,1.33,2
332,2,4,7,12,13,18, , , , , ,18, , ,7,12,13,18, , ,1,3,3,3,3, ,5,1, ,3, ,2,2,1, ,2, , ,4,3,2,2,5,6,7,13,19, , , , , , ,6,7, , , ,8,1,2,3,2, , ,2,3,5, ,4,4, , ,2,1, , ,1,4,8,4,4,3,3,8,8,3,4,4,3,2,3,3,21, , , , ,21, , , ,21, , , , ,21, , , ,4, , ,4, , , , , ,1, , ,4, , ,6,7,7,7,7,7,7,7,7,7,4,4,1,3,7,13,17,22,7,2,1,4,4,10,1.33,3
333,2,4,6,7,12,13,16,18, , , ,12,13, ,6,7,12,13,18, ,1,1,1,1,1, ,4,1, ,3, ,3,3,2,5,3, , ,3,1,2,3,5,6,7,9,11,17,19, , , , ,6,9,19, , ,11,1,2,3,2, , ,1,1, , ,4,4, , ,2,1, , ,1,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,5, , , , ,21, , , ,1, , , , ,21, , , ,4, , ,4, , , , , ,1, , ,3, , ,4,7,3,4,7,2,7,6,2,4,7,6,1,3,6,14,15,30,7,1,2,2,2,7,1.33,1
